,Acceptance,Annual meeting,Asking price,Asking price per m²,Balcony/roof garden,Bathroom facilities,Building insurance,Building type,CH boiler,Energy label,Exterior space attached to the building,Facilities,Heating,Hot water,Insulation,Listed since,Living area,Located at,Location,Maintenance plan,Number of bath rooms,Number of rooms,Number of stories,Periodic contribution,Registration with KvK,Reserve fund present,Specific,Status,Type apartment,Type of parking facilities,Volume in cubic meters,Year of construction,url,Back garden,Garden,Garden location,Kind of house,Other space inside the building,Type of garage,External storage space,Provisional energy label,Shed / storage,VVE (Owners Association) contribution,Type of roof,Quality marks,Capacity,Accessibility,Plot size,Construction period,,1 bathroom and 2 separate toilets,1 car,172 m²,2 weeks,2002,24 m²,3 stories,6 rooms (5 bedrooms),649 m²,903 m³,Available,Available in consultation,B What does this mean?,Bath and shower,Completely insulated,Detached brick garage,Detached wooden storage,District heating,Electricity,In residential district,Parking on private property and public parking,Resale property,Skylight and mechanical ventilation,Surrounded by garden,"Villa, detached residential property",Original asking price,174 m²,1924,2 bathrooms and 1 separate toilet,2 stories,21 m²,4 m²,650 m³,7 rooms (3 bedrooms),797 m²,"Alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view",Balcony present,"Bath, shower and toilet",Bouwkundige keuring,CH boiler and fireplace,G What does this mean?,Gable roof covered with cane,"March 9, 2022","Nefit (gas-fired combination boiler from 2009, in ownership)",Partly double glazed,Protected townscape or village view (permit needed for alterations),Public parking,Sun terrace,"116 m² (7,06 meter deep and 16,37 meter broad)",153 m²,16 m²,2009,350 m²,609 m³,A What does this mean?,Alongside a quiet road and in residential district,Attached brick garage and carport,"Back garden, front garden and side garden","Bath, 2 showers and 2 toilets","Combin air (gas-fired combination boiler from 2009, in ownership)","Desirable residence/villa, double house",Energie Prestatie Advies,Gable roof covered with roof tiles,Located at the northeast accessible via the rear,"March 2, 2022","Skylight, mechanical ventilation, passive ventilation system and TV via cable","1,441 m³",2 cars,2 stories and a basement,"2,055 m²",2008,339 m²,Attached brick garage and parking place,"Bath, shower and 2 toilets","CH boiler, fireplace and complete floor heating","Combi (gas-fired combination boiler from 2008, in ownership)",Combination roof,Disabled access friendly and accessible for seniors,"Electrical door, loft, electricity, heating and running water",Freestanding location and unobstructed surrounding view,"March 10, 2022",Parking on private property,Partly furnished with carpets and curtains,"Roof insulation, double glazing, insulated walls and floor insulation","Skylight, mechanical ventilation, flue and TV via cable",Service charges,1 bathroom and 1 separate toilet,"102 m² (10,7 meter deep and 9,5 meter broad)",132 m²,1995,266 m²,424 m³,5 rooms (4 bedrooms),8 m²,"Atag (gas-fired combination boiler from 2013, in ownership)",Double glazing and energy efficient window,Flat roof,Located at the southeast accessible via the rear,Mechanical ventilation,No insulation,"Single-family home, corner house",Auction period,Price,"1,390 m²",1986,2 bathrooms and 2 separate toilets,2 months,205 m²,3 cars,3 m²,793 m³,83 m²,9 m²,Accessible for seniors,"Alarm installation, skylight and swimming pool","Alongside a quiet road, in residential district and freestanding location",Built-in,C What does this mean?,CH boiler and electrical boiler,"CH boiler, gas heater and partial floor heating",Combination roof covered with roof tiles,Double glazing,Double occupancy possible,"Electrical door, loft, electricity and running water","Nefit ecomline excellent (gas-fired combination boiler from 2003, in ownership)","Parking on gated property, parking on private property and public parking",Roof insulation,"Steam cabin, shower and toilet",Under offer,"1,612 m³",11 m²,12 m²,18 m²,1898,2 bathrooms,3 stories and a basement,379 m²,7 rooms (4 bedrooms),970 m²,"Alongside busy road, in center, in residential district and unobstructed surrounding view","Carport, parking place and detached brick garage","Gas-fired combination boiler, in ownership",Listed building (national monument),"€ 1,300,000 kosten koper",13 m²,1966,2 bathrooms and 4 separate toilets,23 m²,249 m²,4 stories,"63 m² (9,55 meter deep and 6,6 meter broad)",840 m³,9 rooms (7 bedrooms),983 m²,"Alongside a quiet road, in center, in residential district and freestanding location",Back garden and front garden,Bath and 2 showers,Detached brick storage,Electricity and running water,Gable roof covered with asphalt roofing,Located at the southwest accessible via the rear,"March 7, 2022",Public parking and parking garage,"Remeha CW5 (gas-fired combination boiler from 2021, in ownership)","Single-family home, row house","Skylight, passive ventilation system, flue, sliding door and TV via cable",Patio/atrium,Front garden,169 m² (13 meter deep and 13 meter broad),195 m²,2021,3 months,430 m²,570 m³,7 rooms (5 bedrooms),Attached brick garage,Available immediately,"Back garden, surrounded by garden, front garden and side garden",Geothermal heating,Heat pump,Located at the northwest,Woningborg garantiecertificaat,180 m²,1952,400 m³,6 cars,6 rooms (4 bedrooms),963 m²,"Alongside a quiet road, alongside water and in residential district",Attached wooden garage,Electrical door and electricity,F What does this mean?,"Intergas (gas-fired combination boiler from 2017, in ownership)",Shower and toilet,"Single-family home, detached residential property",184 m²,26 m²,452 m²,685 m³,"Alongside park, alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",CH boiler and district heating,"Electrical door, loft and electricity",Gable roof,"March 8, 2022",Mechanical ventilation and TV via cable,Deposit,Rental agreement,Rental price,2018,27 m²,3 stories and a loft,4 weeks,479 m²,752 m³,Bath and toilet,Electricity and heating,Mechanical ventilation and solar panels,Sold under reservation,156 m²,2 m²,334 m²,"46 m² (8,7 meter deep and 5,3 meter broad)",5 m²,605 m³,CH boiler and heat recovery unit,Flat roof covered with asphalt roofing,"Gas-fired combination boiler from 2018, in ownership","March 12, 2022",Paid parking and parking on gated property,Triple glazed and completely insulated,182 m²,"182 m² (20 meter deep and 6,31 meter broad)",1955,30 m²,413 m²,730 m³,"Air conditioning, outdoor awning, mechanical ventilation, passive ventilation system, rolldown shutters, flue, TV via cable and solar panels",Attached brick garage and built-in,"Back garden, front garden and sun terrace","CH boiler, fireplace and partial floor heating","Desirable residence/villa, semi-detached residential property",Electrical boiler,"Electrical door, electricity and running water",Gable roof covered with asphalt roofing and roof tiles,"HR gaswand combi ketel (gas-fired combination boiler from 2006, in ownership)","On the edge of a forest, alongside a quiet road, In wooded surroundings, in residential district and unobstructed surrounding view","1,060 m³",2 separate toilets,242 m²,31 m²,600 m²,9 rooms (8 bedrooms),"Balanced ventilation system, TV via cable and solar panels",Combination roof covered with asphalt roofing and roof tiles,"Complete floor heating, heat recovery unit and heat pump",Not available,15 m²,1960,2 stories and a loft,221 m²,41 m²,670 m²,803 m³,CH boiler and partial floor heating,"Nefit (gas-fired combination boiler from 2008, in ownership)","On the edge of a forest, alongside park, alongside a quiet road and In wooded surroundings",Parking place and detached brick garage,"Roof insulation, double glazing and insulated walls",Surrounded by garden and sun terrace,"1,185 m²","1,535 m³",2 stories and a attic,2006,340 m²,6+ months,71 m²,"Air conditioning, alarm installation and mechanical ventilation",CH boiler and gas-fired boiler,Double glazing and completely insulated,"Electrical door, electricity, heating and running water","Excellent Ecoline (2006, in ownership)",Gable roof covered with slate,"Sheltered location, in residential district and unobstructed surrounding view",Side garden,Purchase combination,1 badkamer en 1 apart toilet,2 woonlagen,242 m³,3 kamers (2 slaapkamers),69 m²,"Aan rustige weg, aan water, in centrum en vrij uitzicht",Aangeboden sinds,Begane grond,Bijdrage VvE,Bouwjaar,Cv-ketel,Douche,E Wat betekent dit?,Gebruiksoppervlakten,Gedeeltelijk dubbel glas,"Intergas Kombi Kompakt HRE 28/24 (gas gestookt combiketel uit 2015, eigendom)",Ja,"Ja (€ 119,00 per maand)",Kadastrale kaart,Laatste vraagprijs,Looptijd,Nee,Parkeervergunningen,Soort appartement,Soort bouw,Soort dak,TV kabel,Verkoopdatum,Volle eigendom,Vraagprijs per m²,1969,200 m²,38 m²,5 weeks,575 m²,792 m³,"Alongside park, alongside water and outside the built-up area",Bath,D What does this mean?,"Loft, electricity, heating and running water",First rental price
350,Available in consultation,,"€ 355,000 vrij op naam","€ 5,000",Balcony present,Shower,,New property,,,,Elevator and mechanical ventilation,District heating,District heating,Completely insulated,3 months,71 m²,,In residential district,,1 bathroom and 1 separate toilet,1 room (1 bedroom),1 story,,,,,Available,Upstairs apartment (apartment),Paid parking and public parking,199 m³,2024,https://www.funda.nl/en/koop/den-haag/appartement-42522549-nomad-loft-a-bouwnr-418/?navigateSource=resultlist,,,,,,,,A What does this mean?,,,,SWK garantiecertificaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Available immediately,Yes,"€ 275,000 kosten koper","€ 6,395",,Shower and toilet,Yes,Resale property,,E What does this mean?,9 m²,"Air conditioning, elevator and TV via cable",Communal central heating,Electrical boiler,Double glazing,"March 4, 2022",43 m²,4th floor,,No,1 bathroom and 1 separate toilet,2 rooms (1 bedroom),1 story,Yes (€ 150.00 per month),Yes,No,With carpets and curtains,Sold under reservation,Upstairs apartment (apartment),Resident's parking permits,137 m³,1974,https://www.funda.nl/en/koop/den-haag/appartement-88082086-jan-van-nassaustraat-47-l/?navigateSource=resultlist,,,,,,,,,,€ 150.00 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Available in consultation,,"€ 3,250,000 kosten koper","€ 10,726",,,,Resale property,,,62 m²,Alarm installation and mechanical ventilation,,,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",6+ months,303 m²,,"Alongside a quiet road, In wooded surroundings and in residential district",,,7 rooms (4 bedrooms),3 stories,,,,,Available,,,"1,089 m³",2005,https://www.funda.nl/en/koop/den-haag/huis-88886340-ruychrocklaan-238/?navigateSource=resultlist,,Surrounded by garden,,"Villa, detached residential property",26 m²,Built-in,,B What does this mean?,,,Flat roof,,1 car,,510 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Available in consultation,Yes,"€ 285,000 kosten koper","€ 3,958",Balcony present,,Yes,Resale property,,G What does this mean?,5 m²,,Communal central heating,Gas water heater (rental),Partly double glazed,2 months,72 m²,Ground floor,Unobstructed surrounding view,Yes,1 bathroom and 1 separate toilet,3 rooms (2 bedrooms),1 story,Yes (€ 150.00 per month),Yes,Yes,,Available,Ground-floor apartment (apartment),Public parking,240 m³,1962,https://www.funda.nl/en/koop/den-haag/appartement-42671260-beethovenlaan-39/?navigateSource=resultlist,,Front garden,Located at the south,,,,7 m²,,Storage box,€ 150.00 per month,Flat roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60 m² (9 meter deep and 6,7 meter broad)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Available in consultation,Yes,"€ 250,000 kosten koper","€ 3,125",,Shower,Yes,Resale property,,E What does this mean?,15 m²,,,,,7 weeks,80 m²,Ground floor,In residential district,No,1 bathroom and 1 separate toilet,3 rooms (2 bedrooms),1 story,Yes (€ 50.00 per month),Yes,Yes,,Sold under reservation,Ground-floor apartment (apartment),,350 m³,,https://www.funda.nl/en/koop/den-haag/appartement-42685098-aarnout-drostlaan-58/,"27 m² (6,2 meter deep and 4,4 meter broad)",Back garden,Located at the northeast,,24 m²,,,,,€ 50.00 per month,,,,,,1906-1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Available in consultation,Yes,"€ 250,000 kosten koper","€ 3,125",Balcony present,Shower,Yes,Resale property,"Intergas (gas-fired from 2021, in ownership)",,7 m²,Electricity,CH boiler,CH boiler,Double glazing,"March 13, 2022",80 m²,1st floor,Alongside a quiet road and in residential district,Yes,1 bathroom and 1 separate toilet,3 rooms (2 bedrooms),1 story,Yes (€ 162.21 per month),Yes,Yes,Partly furnished with carpets and curtains,Available,Apartment with shared street entrance (apartment),Public parking,252 m³,1988,https://www.funda.nl/en/koop/den-haag/appartement-42638668-ru-parestraat-98/,,,,,,,6 m²,C What does this mean?,Storage box,€ 162.21 per month,Flat roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Available in consultation,Yes,"€ 350,000 kosten koper","€ 4,375",Balcony present,Shower,Yes,Resale property,,D What does this mean?,12 m²,Electricity,Communal central heating,Central facility,Double glazing,"March 4, 2022",80 m²,5th floor,Alongside a quiet road and in residential district,Yes,1 bathroom and 1 separate toilet,3 rooms (2 bedrooms),1 story,Yes (€ 356.00 per month),Yes,Yes,,Available,Apartment with shared street entrance (apartment),Paid parking,270 m³,1957,https://www.funda.nl/en/koop/den-haag/appartement-42620001-ranonkelstraat-335/?navigateSource=resultlist,,,,,,,6 m²,,Built-in,€ 356.00 per month,Flat roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Available in consultation,Yes,"€ 250,000 kosten koper","€ 2,841",,"Bath, shower and toilet",Yes,Resale property,"Bosch HR (gas-fired combination boiler from 2011, in ownership)",,,"Mechanical ventilation, flue and TV via cable",CH boiler,CH boiler,,2 months,88 m²,2nd floor,Alongside a quiet road and in residential district,Yes,1 bathroom and 1 separate toilet,4 rooms (3 bedrooms),2 stories,Yes (€ 76.20 per month),Yes,Yes,,Available,Apartment with shared street entrance (apartment),Public parking and resident's parking permits,313 m³,,https://www.funda.nl/en/koop/den-haag/appartement-88021556-withuysstraat-47/?navigateSource=resultlist,,,,,,,,G What does this mean?,,€ 76.20 per month,Flat roof covered with asphalt roofing,,,,,1906-1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 76 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Available in consultation,Yes,"€ 585,000 kosten koper","€ 5,000",,,Yes,Resale property,"Remeha (gas-fired combination boiler from 2017, in ownership)",D What does this mean?,,TV via cable,CH boiler,CH boiler,Double glazing,2 weeks,117 m²,Ground floor,Alongside a quiet road,No,,4 rooms (3 bedrooms),2 stories,Yes (€ 59.00 per month),Yes,Yes,Protected townscape or village view (permit needed for alterations),Available,Ground-floor apartment (apartment),,439 m³,1894,https://www.funda.nl/en/koop/den-haag/appartement-88077247-van-bylandtstraat-135/?navigateSource=resultlist,"45 m² (11,52 meter deep and 6,02 meter broad)",Back garden,Located at the northeast,,,,7 m²,,Attached wooden storage,€ 59.00 per month,Flat roof,Energie Prestatie Advies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Available in consultation,Yes,"€ 525,000 kosten koper","€ 6,034",,Shower,No,Resale property,"Remeha Avanta (gas-fired combination boiler from 2021, in ownership)",A What does this mean?,,"Mechanical ventilation, passive ventilation system and TV via cable",CH boiler,CH boiler,Energy efficient window and completely insulated,6 weeks,87 m²,Ground floor,Alongside a quiet road and in residential district,No,1 bathroom and 1 separate toilet,4 rooms (3 bedrooms),1 story,Yes (€ 104.17 per month),Yes,No,With carpets and curtains,Available,Ground-floor apartment (apartment),"Paid parking, public parking and resident's parking permits",296 m³,1935,https://www.funda.nl/en/koop/den-haag/appartement-88047878-datheenstraat-38/?navigateSource=resultlist,,Back garden,,,,,,,,€ 104.17 per month,Gable roof covered with roof tiles,,,Accessible for seniors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Available immediately,No,"€ 395,000 kosten koper","€ 3,950",,Shower and toilet,No,Resale property,"Intergas xtreme (gas-fired combination boiler from 2020, in ownership)",C What does this mean?,,,CH boiler,CH boiler,Partly double glazed,2 months,100 m²,3rd floor,In residential district and seaview,No,1 bathroom,3 rooms (1 bedroom),1 story,No,No,No,Protected townscape or village view (permit needed for alterations),Sold under reservation,Upstairs apartment (apartment),,330 m³,1906,https://www.funda.nl/en/koop/den-haag/appartement-42673546-seinpostduin-26-b/?navigateSource=resultlist,,,,,,,,,,€ 150.00 per month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Available in consultation,No,Price on request (auction: <[veilingsdatum]>),,,,No,Resale property,,,,,,,,2 months,86 m²,Ground floor,,No,,4 rooms (2 bedrooms),1 story,No,No,No,,Available,Ground-floor apartment,,258 m³,1931,https://www.funda.nl/en/koop/den-haag/appartement-42664960-oudemansstraat-168/?navigateSource=resultlist,,Back garden,,,,,,G What does this mean?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Available in consultation,Yes,"€ 349,500 kosten koper","€ 3,927",,Bath and shower,Yes,Resale property,"Intergas (gas-fired combination boiler from 2015, in ownership)",C What does this mean?,,,CH boiler,CH boiler,Double glazing,7 weeks,89 m²,Ground floor,,Yes,1 bathroom and 1 separate toilet,3 rooms (2 bedrooms),1 story,Yes (€ 75.00 per month),Yes,Yes,,Sold under reservation,Ground-floor apartment,Paid parking,362 m³,1922,https://www.funda.nl/en/koop/den-haag/appartement-42681000-vechtstraat-62/?navigateSource=resultlist,"50 m² (6,25 meter deep and 8 meter broad)",Back garden,Located at the northeast,,,,,,,€ 75.00 per month,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Available in consultation,Yes,"€ 475,000 kosten koper","€ 4,130",Balcony present,Bath and shower,Yes,Resale property,"Vaillant ( combination boiler from 2016, in ownership)",,10 m²,TV via cable,CH boiler,CH boiler,Roof insulation and floor insulation,5 months,115 m²,3rd floor,"Alongside a quiet road, In wooded surroundings and in residential district",Yes,1 bathroom and 1 separate toilet,4 rooms (2 bedrooms),1 story,Yes (€ 125.00 per month),Yes,Yes,Protected townscape or village view (permit needed for alterations),Sold under reservation,Apartment with shared street entrance (apartment),Paid parking and resident's parking permits,370 m³,1936,https://www.funda.nl/en/koop/den-haag/appartement-42567510-van-wijngaerdenstraat-23/?navigateSource=resultlist,,,,,,,,G What does this mean?,,€ 125.00 per month,Flat roof covered with asphalt roofing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Available in consultation,No,"€ 250,000 kosten koper","€ 4,167",,Toilet,No,Resale property,"Remeha Avanta (gas-fired combination boiler from 2011, in ownership)",D What does this mean?,11 m²,TV via cable,CH boiler,CH boiler,Double glazing,"March 5, 2022",60 m²,Ground floor,Alongside a quiet road and in residential district,No,1 bathroom,4 rooms (2 bedrooms),2 stories,No,No,No,Protected townscape or village view (permit needed for alterations),Available,Ground-floor apartment (apartment),Paid parking and resident's parking permits,274 m³,1897,https://www.funda.nl/en/koop/den-haag/appartement-42629755-de-gheijnstraat-2/?navigateSource=resultlist,,Sun terrace,Located at the southwest,,8 m²,,,,,,Combination roof,Bouwkundige keuring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11 m² (3,75 meter deep and 3 meter broad)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
